segment_id,basin_id,slope_deg,aspect,curvature,twi,dist_to_fault_m,soil_saturation_pct,ari_7d,forecast_rain_3h,ndvi,label
SEG_0454,BRAHMAPUTRA_BASIN,40.59,323.41,0.00827,3.74,442.5,74.18,45.95,39.41,0.465,0
SEG_0455,TEESTA_VALLEY,35.12,176.32,0.00287,6.68,1827.2,27.58,201.29,22.29,0.164,0
SEG_0456,BRAHMAPUTRA_BASIN,18.84,200.94,-0.0153,15.06,3230.8,54.71,81.97,88.46,0.128,0
SEG_0457,SUBANSIRI_VALLEY,20.8,306.8,-0.04591,2.7,2189.8,15.62,81.15,80.73,0.353,0
SEG_0458,TEESTA_VALLEY,26.46,26.96,-0.03938,13.72,854.6,27.35,126.23,92.25,0.146,0
SEG_0459,BRAHMAPUTRA_BASIN,28.31,285.1,-0.00977,7.95,1352.4,74.0,136.88,113.25,0.288,1
SEG_0460,SUBANSIRI_VALLEY,27.45,207.94,0.00709,6.65,1118.1,19.49,91.7,11.94,0.675,0
SEG_0461,BARAK_VALLEY,48.43,203.27,0.00166,5.98,1819.9,85.49,171.29,34.81,0.251,0
SEG_0462,SUBANSIRI_VALLEY,51.23,20.24,-0.00144,14.78,2144.1,58.63,62.44,41.19,0.739,0
SEG_0463,BARAK_VALLEY,10.12,270.64,0.04062,12.41,1874.2,86.6,173.73,1.27,0.396,0
SEG_0464,SUBANSIRI_VALLEY,45.1,57.81,0.00373,4.69,2522.9,34.17,79.05,101.4,0.457,0
SEG_0465,SUBANSIRI_VALLEY,38.82,108.35,-0.0316,12.59,1670.1,30.1,154.16,4.84,0.345,0
SEG_0466,BARAK_VALLEY,47.36,74.16,0.04521,6.79,3450.6,84.64,202.14,38.15,0.107,0
SEG_0467,BRAHMAPUTRA_BASIN,45.83,318.69,-0.04133,9.54,3198.0,44.53,207.39,16.04,0.802,0
SEG_0468,BRAHMAPUTRA_BASIN,26.43,226.26,-0.02848,10.78,3234.4,98.78,8.11,28.27,0.333,0
SEG_0469,MANAS_RIVER_BASIN,24.36,101.8,-0.01955,15.76,2256.9,73.87,244.15,45.26,0.701,0
SEG_0470,BRAHMAPUTRA_BASIN,42.04,195.33,0.01536,5.84,2083.8,53.54,33.34,29.11,0.319,0
SEG_0471,SUBANSIRI_VALLEY,16.52,104.13,-0.01306,11.29,431.5,94.9,216.39,69.27,0.606,1
SEG_0472,BRAHMAPUTRA_BASIN,51.7,47.18,0.02974,9.11,2631.2,37.65,128.62,102.82,0.45,0
SEG_0473,BRAHMAPUTRA_BASIN,34.1,287.21,0.03644,8.4,1673.4,44.36,241.68,83.66,0.162,1
SEG_0474,TEESTA_VALLEY,10.56,10.95,0.02269,14.24,788.1,24.1,15.55,98.72,0.334,0
SEG_0475,MANAS_RIVER_BASIN,19.54,168.99,0.03579,6.27,690.5,21.49,74.46,93.61,0.454,0
SEG_0476,SUBANSIRI_VALLEY,23.79,295.4,-0.04929,8.39,1165.7,14.67,112.56,30.57,0.364,0
SEG_0477,BARAK_VALLEY,31.08,44.87,0.04614,10.9,2685.2,17.05,11.76,2.33,0.242,0
SEG_0478,BARAK_VALLEY,6.36,282.06,-0.04895,12.67,3128.7,48.52,133.89,57.24,0.392,0
SEG_0479,TEESTA_VALLEY,49.7,120.89,0.01151,14.98,3368.0,55.3,113.21,33.44,0.819,0
SEG_0480,TEESTA_VALLEY,18.95,145.79,0.04988,2.77,2033.3,17.35,38.63,52.75,0.483,0
SEG_0481,SUBANSIRI_VALLEY,20.82,31.31,-0.01968,15.53,3307.6,39.8,142.71,109.15,0.105,0
SEG_0482,TEESTA_VALLEY,6.2,192.29,0.01883,12.48,761.7,87.18,238.96,28.41,0.762,0
SEG_0483,MANAS_RIVER_BASIN,7.79,46.52,-0.04423,13.83,225.5,34.18,25.94,35.45,0.168,0
SEG_0484,BARAK_VALLEY,13.52,138.43,-0.0153,8.05,2740.6,53.09,198.5,69.18,0.357,0
SEG_0485,SUBANSIRI_VALLEY,40.27,67.5,0.02506,5.3,519.5,26.5,45.52,61.54,0.734,0
SEG_0486,BARAK_VALLEY,11.97,204.91,0.0368,10.16,2518.7,43.11,23.11,54.95,0.396,0
SEG_0487,BARAK_VALLEY,40.91,44.79,0.00996,9.7,1808.6,71.42,209.36,38.76,0.767,0
SEG_0488,SUBANSIRI_VALLEY,16.52,38.31,0.03218,3.95,2620.6,14.26,237.13,85.34,0.105,0
SEG_0489,SUBANSIRI_VALLEY,53.75,148.0,-0.00553,10.07,3442.0,31.5,170.32,85.92,0.555,0
SEG_0490,BRAHMAPUTRA_BASIN,34.81,266.25,-0.0289,13.78,125.6,85.1,115.08,26.11,0.2,0
SEG_0491,BRAHMAPUTRA_BASIN,10.95,24.81,-0.00165,5.08,903.9,88.11,22.39,85.84,0.303,0
SEG_0492,TEESTA_VALLEY,15.87,132.0,-0.01091,15.67,3342.2,81.21,60.41,8.16,0.338,0
SEG_0493,SUBANSIRI_VALLEY,26.61,32.94,0.02466,2.18,2262.8,26.27,58.1,76.28,0.845,0
SEG_0494,SUBANSIRI_VALLEY,39.67,275.85,-0.01959,13.36,1042.8,49.72,181.75,83.15,0.841,0
SEG_0495,TEESTA_VALLEY,10.22,204.83,0.00315,8.41,1400.8,48.38,142.32,0.25,0.296,0
SEG_0496,MANAS_RIVER_BASIN,33.47,227.42,0.00187,2.72,830.3,53.79,77.56,21.81,0.478,0
SEG_0497,TEESTA_VALLEY,7.64,160.62,0.0054,6.17,1603.7,24.56,76.03,74.53,0.326,0
SEG_0498,SUBANSIRI_VALLEY,6.94,179.84,0.02648,5.72,2827.6,32.41,205.94,10.23,0.75,0
SEG_0499,BARAK_VALLEY,19.63,196.35,-0.03666,11.68,2786.6,24.54,26.08,17.46,0.758,0
SEG_0500,BARAK_VALLEY,50.53,156.84,-0.03709,12.39,2258.0,38.1,155.38,26.38,0.434,0
SEG_0501,MANAS_RIVER_BASIN,11.68,139.21,0.03211,15.57,1599.7,55.12,143.04,111.88,0.744,0
SEG_0502,BARAK_VALLEY,44.45,217.04,0.01542,15.97,280.9,29.85,101.97,41.73,0.116,0
SEG_0503,SUBANSIRI_VALLEY,46.09,232.67,0.01473,3.8,2282.7,97.44,227.95,52.7,0.13,1
SEG_0504,SUBANSIRI_VALLEY,34.63,297.01,0.03583,8.49,2749.3,94.27,68.79,47.76,0.799,0
SEG_0505,TEESTA_VALLEY,54.05,238.25,0.03169,12.49,2454.4,37.32,14.27,41.17,0.6,0
SEG_0506,MANAS_RIVER_BASIN,27.45,165.35,-0.0423,11.39,2878.0,31.77,105.33,100.66,0.758,0
SEG_0507,TEESTA_VALLEY,32.53,69.3,-0.03981,14.76,2875.4,77.64,12.19,101.25,0.429,0
SEG_0508,BRAHMAPUTRA_BASIN,42.66,261.88,0.03696,4.65,1416.0,94.35,99.15,14.98,0.494,0
SEG_0509,MANAS_RIVER_BASIN,21.34,125.86,0.00963,5.84,112.6,75.44,156.41,69.69,0.656,0
SEG_0510,SUBANSIRI_VALLEY,19.19,249.79,-0.01942,12.63,2176.7,16.89,128.21,41.2,0.346,0
SEG_0511,MANAS_RIVER_BASIN,21.12,279.68,-0.04292,11.25,2836.0,69.88,124.31,114.04,0.325,0
SEG_0512,MANAS_RIVER_BASIN,6.67,208.73,-0.03335,11.97,632.1,30.95,123.59,109.78,0.259,0
SEG_0513,BRAHMAPUTRA_BASIN,42.95,180.22,0.04118,4.05,2267.8,30.73,39.19,82.01,0.545,0
SEG_0514,BARAK_VALLEY,51.4,59.55,-0.04977,15.78,3173.4,14.93,208.26,54.94,0.294,0
SEG_0515,TEESTA_VALLEY,49.79,37.25,0.01566,14.7,607.2,96.18,113.22,113.49,0.608,1
SEG_0516,SUBANSIRI_VALLEY,12.19,37.68,-0.00771,13.14,512.0,21.6,160.86,23.66,0.173,0
SEG_0517,SUBANSIRI_VALLEY,9.34,85.27,-0.03351,3.74,1293.3,30.42,54.58,6.56,0.113,0
SEG_0518,BARAK_VALLEY,46.62,356.98,-0.03364,11.68,2366.5,97.22,246.4,82.4,0.283,1
SEG_0519,SUBANSIRI_VALLEY,18.75,80.5,0.03571,13.44,1580.2,53.54,54.44,9.4,0.53,0
SEG_0520,BARAK_VALLEY,13.74,314.91,0.02374,5.54,254.2,33.85,228.05,75.98,0.641,0
SEG_0521,BRAHMAPUTRA_BASIN,6.41,135.12,0.01268,4.05,2884.1,30.92,163.07,48.62,0.547,0
SEG_0522,BRAHMAPUTRA_BASIN,5.35,289.98,-0.04232,7.79,2382.5,31.07,20.99,92.4,0.573,0
SEG_0523,MANAS_RIVER_BASIN,53.87,347.17,-0.03363,6.19,368.5,34.18,203.99,45.4,0.166,0
SEG_0524,MANAS_RIVER_BASIN,50.31,49.58,-0.04457,2.26,519.8,68.56,181.87,94.38,0.283,1
SEG_0525,MANAS_RIVER_BASIN,47.15,160.52,0.02086,12.25,625.4,42.15,159.33,8.48,0.371,0
SEG_0526,BRAHMAPUTRA_BASIN,36.75,309.22,-0.01552,7.46,3120.8,82.41,178.74,29.86,0.783,0
SEG_0527,BRAHMAPUTRA_BASIN,12.22,33.68,-0.04833,14.23,842.9,28.82,184.01,38.4,0.48,0
SEG_0528,BARAK_VALLEY,5.43,7.19,0.00866,8.38,1822.7,10.66,105.67,86.17,0.432,0
SEG_0529,BARAK_VALLEY,18.46,353.61,-0.01171,4.49,1244.0,49.18,17.33,69.39,0.548,0
SEG_0530,BRAHMAPUTRA_BASIN,15.21,225.65,-0.01413,15.94,1691.0,53.24,141.46,110.01,0.701,0
SEG_0531,BRAHMAPUTRA_BASIN,40.93,211.04,-0.00076,4.69,1634.5,31.88,228.71,40.25,0.814,0
SEG_0532,BARAK_VALLEY,11.47,135.3,-0.04009,10.72,1575.1,79.24,55.12,19.75,0.405,0
SEG_0533,MANAS_RIVER_BASIN,51.68,335.74,-0.03748,7.35,118.2,86.11,89.69,75.73,0.636,0
SEG_0534,SUBANSIRI_VALLEY,37.4,88.36,0.02176,12.88,2363.5,64.69,223.12,9.44,0.348,0
SEG_0535,MANAS_RIVER_BASIN,25.34,79.45,0.00333,15.94,2805.9,85.26,158.82,4.99,0.255,0
SEG_0536,TEESTA_VALLEY,53.28,122.97,-0.01615,2.1,2387.3,83.46,36.65,19.16,0.693,0
SEG_0537,TEESTA_VALLEY,6.58,43.78,0.01331,14.59,2190.6,21.93,28.94,101.3,0.204,0
SEG_0538,SUBANSIRI_VALLEY,49.88,326.79,-0.04126,15.11,2892.9,80.43,50.23,96.61,0.738,0
SEG_0539,TEESTA_VALLEY,52.04,65.84,0.00674,7.28,3378.0,34.35,99.91,117.94,0.502,0
SEG_0540,TEESTA_VALLEY,5.72,17.82,0.00994,6.78,3337.5,90.38,178.43,98.18,0.6,0
SEG_0541,TEESTA_VALLEY,30.16,275.45,-0.00147,4.09,2275.9,25.34,218.1,73.57,0.218,0
SEG_0542,MANAS_RIVER_BASIN,34.25,95.84,-0.04687,3.67,2185.6,93.16,51.63,88.2,0.75,0
SEG_0543,BRAHMAPUTRA_BASIN,38.46,293.41,-0.02393,6.16,22.2,95.72,229.39,91.75,0.159,1
SEG_0544,BRAHMAPUTRA_BASIN,36.16,128.18,0.02889,5.27,2244.4,30.98,178.42,104.84,0.195,0
SEG_0545,SUBANSIRI_VALLEY,34.68,45.76,-0.00725,4.25,2457.2,77.54,26.45,60.74,0.711,0
SEG_0546,TEESTA_VALLEY,22.94,190.54,0.00844,13.16,1206.6,81.69,84.65,6.65,0.516,0
SEG_0547,TEESTA_VALLEY,21.66,177.09,0.00728,5.34,2783.0,53.3,83.51,12.82,0.279,0
SEG_0548,BRAHMAPUTRA_BASIN,13.53,161.05,-0.02895,11.65,3073.0,35.84,20.5,35.82,0.604,0
SEG_0549,BARAK_VALLEY,23.87,92.96,-0.02565,8.41,2663.1,28.33,177.32,2.54,0.414,0
SEG_0550,TEESTA_VALLEY,52.27,330.15,0.00834,8.48,2867.7,70.82,45.89,98.51,0.422,0
SEG_0551,BARAK_VALLEY,50.3,45.59,-0.03215,8.9,305.1,27.44,235.94,117.18,0.382,1
SEG_0552,BRAHMAPUTRA_BASIN,50.73,177.68,-0.00464,2.53,2555.7,57.0,50.52,13.21,0.388,0
SEG_0553,BARAK_VALLEY,45.11,283.22,0.00097,6.2,546.4,35.34,93.99,90.76,0.505,0
SEG_0554,BRAHMAPUTRA_BASIN,10.6,305.81,0.00328,8.6,3434.2,75.89,29.5,90.78,0.171,0
SEG_0555,BRAHMAPUTRA_BASIN,36.25,340.63,0.00798,9.56,195.1,15.6,46.84,3.9,0.658,0
SEG_0556,MANAS_RIVER_BASIN,12.74,108.42,-0.0251,7.21,906.2,53.52,101.85,118.39,0.142,0
SEG_0557,BRAHMAPUTRA_BASIN,20.13,165.59,-0.02207,7.17,575.2,88.81,2.5,105.89,0.529,0
SEG_0558,MANAS_RIVER_BASIN,15.51,41.88,0.04701,2.31,2813.4,80.14,74.3,16.28,0.209,0
SEG_0559,MANAS_RIVER_BASIN,10.05,71.64,0.04998,2.03,2242.6,22.57,230.16,11.24,0.816,0
SEG_0560,BRAHMAPUTRA_BASIN,9.52,341.23,-0.02414,6.72,1419.9,14.56,124.13,14.8,0.401,0
SEG_0561,BARAK_VALLEY,51.58,37.74,-0.02321,9.28,1988.8,11.36,195.14,43.39,0.405,0
SEG_0562,MANAS_RIVER_BASIN,11.07,354.94,0.02807,7.46,2033.4,91.11,138.52,20.94,0.384,0
SEG_0563,SUBANSIRI_VALLEY,12.96,127.5,-0.00805,7.47,2337.1,29.18,55.27,87.51,0.475,0
SEG_0564,MANAS_RIVER_BASIN,44.87,259.24,-0.04139,8.49,625.4,40.04,4.52,48.04,0.512,0
SEG_0565,SUBANSIRI_VALLEY,38.17,301.06,-0.02845,3.69,2983.3,23.94,243.69,101.1,0.476,0
SEG_0566,BRAHMAPUTRA_BASIN,51.42,23.63,0.00494,10.27,2291.5,32.75,91.14,101.24,0.246,0
SEG_0567,MANAS_RIVER_BASIN,33.13,274.39,0.02136,4.91,1999.5,87.23,108.03,115.99,0.439,0
SEG_0568,MANAS_RIVER_BASIN,54.63,251.4,-0.02062,11.41,2463.5,43.08,4.43,84.38,0.116,0
SEG_0569,BARAK_VALLEY,43.9,137.65,-0.00569,7.27,1298.3,56.81,202.2,43.41,0.493,0
SEG_0570,TEESTA_VALLEY,22.11,70.01,0.00619,6.4,313.6,70.97,176.94,43.2,0.158,1
SEG_0571,BRAHMAPUTRA_BASIN,38.43,113.55,0.01826,14.2,846.5,97.12,96.59,32.07,0.416,0
SEG_0572,MANAS_RIVER_BASIN,19.31,89.09,0.01452,11.11,2889.3,47.18,18.27,32.84,0.835,0
SEG_0573,TEESTA_VALLEY,18.41,359.76,-0.03247,2.14,537.9,79.05,111.7,53.7,0.816,0
SEG_0574,SUBANSIRI_VALLEY,47.42,326.17,0.00416,10.81,914.1,81.27,158.03,60.42,0.145,1
SEG_0575,BRAHMAPUTRA_BASIN,38.2,121.81,0.04355,14.77,748.5,13.51,185.33,99.31,0.826,0
SEG_0576,SUBANSIRI_VALLEY,39.51,232.41,0.03921,12.26,1789.1,98.27,66.53,99.98,0.42,1
SEG_0577,TEESTA_VALLEY,41.36,228.15,-0.03595,8.2,1973.8,85.56,110.91,110.25,0.43,1
SEG_0578,BRAHMAPUTRA_BASIN,48.67,21.51,0.03886,6.61,1114.8,55.58,235.17,5.73,0.364,0
SEG_0579,SUBANSIRI_VALLEY,14.48,45.22,-0.0189,14.4,2716.8,75.44,199.33,32.33,0.766,0
SEG_0580,TEESTA_VALLEY,12.85,341.12,0.02668,5.76,2076.0,74.21,235.32,105.8,0.486,0
SEG_0581,SUBANSIRI_VALLEY,35.89,239.71,-0.01213,15.36,3062.1,73.01,178.41,30.29,0.593,0
SEG_0582,BRAHMAPUTRA_BASIN,53.44,174.32,-0.04364,9.72,2947.0,98.72,107.59,38.44,0.78,0
SEG_0583,TEESTA_VALLEY,41.06,82.94,0.01852,15.75,2425.0,88.6,237.05,58.41,0.627,1
SEG_0584,BARAK_VALLEY,52.33,261.47,-0.02803,8.29,2791.7,58.69,162.49,90.45,0.567,0
SEG_0585,SUBANSIRI_VALLEY,11.34,213.3,-0.00175,10.72,55.0,27.34,122.83,114.06,0.388,0
SEG_0586,SUBANSIRI_VALLEY,8.29,254.15,-0.02618,7.44,1564.1,89.33,102.83,17.43,0.493,0
SEG_0587,MANAS_RIVER_BASIN,15.06,28.82,-0.00255,2.14,315.0,81.88,192.87,109.82,0.741,0
SEG_0588,TEESTA_VALLEY,47.28,287.67,0.00085,5.26,2961.7,74.72,245.19,18.68,0.269,0
SEG_0589,BARAK_VALLEY,28.58,345.52,0.01762,14.71,2559.6,75.46,20.0,43.14,0.744,0
SEG_0590,MANAS_RIVER_BASIN,16.02,333.1,0.0368,9.0,233.5,73.6,155.85,116.47,0.519,0
SEG_0591,MANAS_RIVER_BASIN,18.43,178.14,-0.04139,9.83,1769.7,22.85,110.52,40.09,0.491,0
SEG_0592,BRAHMAPUTRA_BASIN,6.29,102.68,0.0054,2.02,1005.6,88.45,148.41,72.94,0.403,0
SEG_0593,MANAS_RIVER_BASIN,14.5,294.75,-0.03833,11.18,1207.2,76.53,137.44,54.28,0.227,0
SEG_0594,SUBANSIRI_VALLEY,23.81,333.21,0.0003,11.27,3195.8,87.77,125.46,52.52,0.355,0
SEG_0595,MANAS_RIVER_BASIN,7.46,68.78,0.02905,8.36,1069.8,44.18,213.6,89.88,0.304,0
SEG_0596,MANAS_RIVER_BASIN,50.1,160.69,0.00507,15.22,758.7,56.29,118.68,31.01,0.714,0
SEG_0597,SUBANSIRI_VALLEY,51.83,111.01,0.03695,12.7,882.4,13.23,25.46,87.42,0.25,0
SEG_0598,BARAK_VALLEY,20.29,188.82,0.01519,12.91,2689.8,96.57,71.46,8.53,0.359,0
SEG_0599,BRAHMAPUTRA_BASIN,39.98,148.33,-0.03616,11.32,1845.9,66.9,84.5,108.82,0.541,0
SEG_0600,BARAK_VALLEY,35.1,251.08,-0.04095,8.97,935.5,74.47,47.39,107.07,0.423,0
SEG_0601,BRAHMAPUTRA_BASIN,26.9,147.15,-0.00711,10.2,1833.7,23.33,16.39,87.53,0.52,0
SEG_0602,MANAS_RIVER_BASIN,42.32,321.66,0.02568,6.65,2610.7,23.53,32.58,41.48,0.706,0
SEG_0603,MANAS_RIVER_BASIN,7.08,299.03,0.00713,10.5,1840.6,87.83,10.86,31.32,0.757,0
SEG_0604,BRAHMAPUTRA_BASIN,22.59,195.65,-0.04273,13.06,777.9,70.26,200.8,67.43,0.656,1
SEG_0605,BARAK_VALLEY,22.94,219.62,-0.01175,6.26,106.5,10.35,56.8,48.77,0.738,0
SEG_0606,BARAK_VALLEY,38.07,325.18,-0.04015,5.25,2487.0,83.31,214.26,49.81,0.167,1
SEG_0607,MANAS_RIVER_BASIN,34.57,319.26,0.03889,12.44,142.3,61.18,196.65,2.07,0.512,0
SEG_0608,SUBANSIRI_VALLEY,16.18,336.04,-0.01554,4.25,1979.8,94.0,0.96,28.57,0.804,0
SEG_0609,TEESTA_VALLEY,43.21,284.39,0.01393,13.95,2586.1,88.52,108.47,89.71,0.85,0
SEG_0610,TEESTA_VALLEY,34.37,62.72,0.04629,4.46,637.9,91.45,116.3,7.58,0.549,0
SEG_0611,SUBANSIRI_VALLEY,13.2,102.67,0.02928,14.68,3413.3,30.67,220.32,39.39,0.185,0
SEG_0612,SUBANSIRI_VALLEY,26.49,103.41,0.02368,8.35,3462.7,14.87,88.75,57.83,0.477,0
SEG_0613,SUBANSIRI_VALLEY,18.72,144.01,0.02783,15.18,3019.3,60.22,102.57,39.95,0.194,0
SEG_0614,TEESTA_VALLEY,17.73,359.35,-0.03121,4.07,363.4,61.6,156.97,43.83,0.502,0
SEG_0615,TEESTA_VALLEY,41.97,153.47,-0.01663,6.43,2713.5,14.63,3.21,95.47,0.458,0
SEG_0616,BRAHMAPUTRA_BASIN,47.98,255.52,-0.00178,9.28,3413.9,95.95,53.82,97.33,0.248,0
SEG_0617,BRAHMAPUTRA_BASIN,11.22,346.39,-0.02101,13.94,1368.9,38.76,233.79,43.6,0.393,0
SEG_0618,BARAK_VALLEY,53.4,329.31,-0.0333,3.7,317.2,90.94,48.41,49.95,0.437,0
SEG_0619,MANAS_RIVER_BASIN,25.06,307.83,-0.00681,7.41,2420.6,63.62,26.81,60.98,0.652,0
SEG_0620,TEESTA_VALLEY,52.89,27.98,0.00324,6.25,1387.1,25.99,144.52,114.96,0.477,0
SEG_0621,MANAS_RIVER_BASIN,41.64,121.07,-0.01714,5.99,1684.4,26.08,121.41,84.5,0.122,0
SEG_0622,BARAK_VALLEY,51.83,38.26,0.0342,8.76,2314.6,55.45,119.26,100.19,0.667,0
SEG_0623,TEESTA_VALLEY,49.81,290.41,-0.04963,6.48,1487.8,30.44,49.89,4.53,0.583,0
SEG_0624,BARAK_VALLEY,23.86,325.2,-0.04303,2.82,3246.0,67.71,94.9,90.61,0.604,0
SEG_0625,SUBANSIRI_VALLEY,35.77,148.3,0.04344,2.68,751.8,60.36,153.89,4.75,0.402,0
SEG_0626,BRAHMAPUTRA_BASIN,21.03,33.67,-0.00729,3.8,3317.7,52.29,79.31,91.96,0.473,0
SEG_0627,MANAS_RIVER_BASIN,45.6,312.17,0.0173,2.66,1990.8,77.93,34.13,27.44,0.762,0
SEG_0628,BARAK_VALLEY,28.41,319.52,0.01413,7.79,1039.0,43.38,127.24,38.29,0.827,0
SEG_0629,SUBANSIRI_VALLEY,37.11,107.33,-0.03735,13.8,1280.4,68.78,117.7,23.87,0.551,0
SEG_0630,SUBANSIRI_VALLEY,26.8,269.52,0.03279,12.8,155.1,27.28,134.15,112.18,0.726,0
SEG_0631,BRAHMAPUTRA_BASIN,28.63,315.87,-0.04597,13.27,1304.1,86.06,200.55,41.85,0.62,0
SEG_0632,BRAHMAPUTRA_BASIN,22.28,223.74,-0.04612,4.61,2912.7,78.24,87.66,45.22,0.5,0
SEG_0633,MANAS_RIVER_BASIN,10.06,243.32,-0.02513,2.22,600.3,63.99,177.28,2.53,0.127,0
SEG_0634,SUBANSIRI_VALLEY,45.84,345.45,0.02927,10.45,1736.8,13.57,246.08,46.02,0.214,0
SEG_0635,TEESTA_VALLEY,19.21,210.88,0.00868,8.24,2929.7,33.58,112.16,64.52,0.598,0
SEG_0636,TEESTA_VALLEY,12.53,335.75,-0.01169,12.21,90.8,28.26,121.77,105.39,0.495,0
SEG_0637,BARAK_VALLEY,28.39,98.21,-0.00364,14.43,1603.8,59.48,100.99,55.21,0.111,0
SEG_0638,MANAS_RIVER_BASIN,11.55,216.34,-0.04657,8.97,558.9,26.28,91.26,51.89,0.567,0
SEG_0639,MANAS_RIVER_BASIN,30.18,65.75,0.0074,10.92,1957.3,75.71,83.9,91.81,0.425,0
SEG_0640,MANAS_RIVER_BASIN,37.7,222.69,-0.01902,3.2,336.5,92.17,172.32,15.25,0.368,0
SEG_0641,MANAS_RIVER_BASIN,46.78,15.72,-0.02634,14.46,51.9,27.92,239.76,73.61,0.296,1
SEG_0642,SUBANSIRI_VALLEY,41.02,330.58,-0.0092,4.68,1819.6,90.82,201.09,7.9,0.619,0
SEG_0643,SUBANSIRI_VALLEY,10.66,278.24,-0.00081,12.98,2052.1,17.34,191.41,8.38,0.459,0
SEG_0644,BRAHMAPUTRA_BASIN,28.04,241.67,-0.03378,8.81,2590.1,87.15,156.56,80.29,0.195,0
SEG_0645,BARAK_VALLEY,37.81,169.8,0.00716,2.65,2191.4,65.72,222.8,60.68,0.158,1
SEG_0646,SUBANSIRI_VALLEY,53.12,320.48,-0.02297,13.52,1823.8,51.1,78.61,69.72,0.647,0
SEG_0647,BRAHMAPUTRA_BASIN,48.23,179.84,-0.00615,10.55,2192.2,21.75,189.06,33.11,0.779,0
SEG_0648,MANAS_RIVER_BASIN,42.49,34.85,-0.00239,15.88,2701.1,28.74,125.36,28.03,0.407,0
SEG_0649,MANAS_RIVER_BASIN,20.74,174.78,-0.0022,8.6,631.7,22.9,63.69,109.74,0.185,0
SEG_0650,BARAK_VALLEY,32.09,47.19,0.02662,15.05,3316.6,42.84,33.88,62.21,0.184,0
SEG_0651,TEESTA_VALLEY,19.67,176.65,-0.00614,12.64,1482.8,93.98,225.63,104.66,0.153,1
SEG_0652,BARAK_VALLEY,33.29,257.29,0.04377,14.77,3312.3,31.78,32.89,36.27,0.771,0
SEG_0653,MANAS_RIVER_BASIN,47.97,39.61,0.04474,7.93,52.4,49.37,11.52,65.27,0.354,0
SEG_0654,BRAHMAPUTRA_BASIN,42.68,348.52,0.02796,2.31,2107.6,71.89,206.36,6.72,0.46,0
SEG_0655,BRAHMAPUTRA_BASIN,13.46,116.08,-0.00598,13.66,3254.3,65.93,98.74,30.48,0.837,0
SEG_0656,TEESTA_VALLEY,38.5,0.14,0.03059,3.11,686.4,44.38,121.21,42.6,0.341,0
SEG_0657,SUBANSIRI_VALLEY,11.16,53.08,-0.04703,3.0,2316.3,48.41,190.9,119.11,0.594,0
SEG_0658,TEESTA_VALLEY,30.2,196.16,-0.02165,15.28,2951.8,74.29,19.5,12.74,0.47,0
SEG_0659,BRAHMAPUTRA_BASIN,53.91,57.07,-0.00125,7.1,2245.1,21.48,107.58,32.96,0.766,0
SEG_0660,SUBANSIRI_VALLEY,25.12,54.52,-0.00582,12.79,938.8,10.48,167.13,116.72,0.555,0
SEG_0661,BRAHMAPUTRA_BASIN,27.14,341.61,-0.0254,9.45,1698.6,72.56,17.0,23.25,0.261,0
SEG_0662,TEESTA_VALLEY,14.42,20.25,-0.04193,15.9,2746.9,92.06,48.76,115.27,0.207,0
SEG_0663,SUBANSIRI_VALLEY,24.81,249.79,-0.00107,9.18,951.9,50.49,117.7,84.8,0.805,0
SEG_0664,SUBANSIRI_VALLEY,13.11,354.57,-0.0424,11.5,632.8,73.79,176.5,28.1,0.302,0
SEG_0665,SUBANSIRI_VALLEY,32.03,305.86,-0.00199,7.22,1736.5,61.54,47.27,108.11,0.606,0
SEG_0666,BRAHMAPUTRA_BASIN,19.92,94.69,-0.03364,7.08,893.4,70.83,170.97,60.22,0.683,0
SEG_0667,MANAS_RIVER_BASIN,33.06,247.48,-0.01746,3.33,3416.0,35.48,105.95,77.98,0.119,0
SEG_0668,SUBANSIRI_VALLEY,41.95,292.54,-0.03714,2.26,2419.9,36.82,156.5,18.07,0.452,0
SEG_0669,MANAS_RIVER_BASIN,34.25,184.74,-0.00043,6.66,267.7,17.97,108.44,42.7,0.487,0
SEG_0670,BARAK_VALLEY,20.24,65.45,-0.04141,12.0,702.9,71.42,97.59,49.89,0.452,0
SEG_0671,SUBANSIRI_VALLEY,31.36,264.32,-0.04449,14.43,2466.4,29.24,45.85,51.8,0.713,0
SEG_0672,BARAK_VALLEY,16.38,100.66,-0.03726,10.95,281.5,21.94,161.19,40.76,0.631,0
SEG_0673,MANAS_RIVER_BASIN,43.03,60.56,0.03336,4.73,3126.3,50.82,169.24,59.67,0.17,0
SEG_0674,TEESTA_VALLEY,47.28,219.95,-0.04599,14.62,1959.9,87.29,208.61,99.96,0.624,1
SEG_0675,TEESTA_VALLEY,45.9,13.81,0.03708,9.18,1405.9,54.25,166.85,1.53,0.754,0
SEG_0676,BRAHMAPUTRA_BASIN,41.27,29.18,0.02165,5.49,3074.4,82.37,239.46,106.05,0.8,0
SEG_0677,MANAS_RIVER_BASIN,21.84,205.01,0.03611,3.1,272.6,85.68,53.21,80.25,0.507,0
SEG_0678,BRAHMAPUTRA_BASIN,39.07,91.3,0.03837,9.86,667.0,29.97,123.46,115.39,0.677,0
SEG_0679,BRAHMAPUTRA_BASIN,46.03,102.69,-0.02608,13.02,216.2,42.88,126.45,67.24,0.646,0
